"#OTU_ID"	"EXPERIMENT_2_T_B01"	"EXPERIMENT_2_T_B02"	"EXPERIMENT_2_T_G01"	"EXPERIMENT_2_T_G02"	"EXPERIMENT_2_T_KE008_A01"	"EXPERIMENT_2_T_KE008_A02"	"EXPERIMENT_2_T_KE008_A03"	"EXPERIMENT_2_T_KE008_A04"	"EXPERIMENT_2_T_KE008_A05"	"EXPERIMENT_2_T_KE008_A06"	"EXPERIMENT_2_T_KE008_A07"	"EXPERIMENT_2_T_KE008_A08"	"EXPERIMENT_2_T_KE008_A09"	"EXPERIMENT_2_T_KE008_A10"	"EXPERIMENT_2_T_KE008_B01"	"EXPERIMENT_2_T_KE008_B02"	"EXPERIMENT_2_T_KE008_B03"	"EXPERIMENT_2_T_KE008_B04"	"EXPERIMENT_2_T_KE008_B05"	"EXPERIMENT_2_T_KE008_B06"	"EXPERIMENT_2_T_KE008_B07"	"EXPERIMENT_2_T_KE008_B08"	"EXPERIMENT_2_T_KE008_B09"	"EXPERIMENT_2_T_KE008_B10"	"EXPERIMENT_2_T_KE008_C01"	"EXPERIMENT_2_T_KE008_C02"	"EXPERIMENT_2_T_KE008_C03"	"EXPERIMENT_2_T_KE008_C04"	"EXPERIMENT_2_T_KE008_C05"	"EXPERIMENT_2_T_KE008_C06"	"EXPERIMENT_2_T_KE008_C07"	"EXPERIMENT_2_T_KE008_C08"	"EXPERIMENT_2_T_KE008_C09"	"EXPERIMENT_2_T_KE008_C10"	"EXPERIMENT_2_T_L01"	"EXPERIMENT_2_T_L02"	"EXPERIMENT_2_T_Neg_PCR1"	"EXPERIMENT_2_T_Neg_PCR2"	"EXPERIMENT_2_T_PL010_A01"	"EXPERIMENT_2_T_PL010_A02"	"EXPERIMENT_2_T_PL010_A03"	"EXPERIMENT_2_T_PL010_A04"	"EXPERIMENT_2_T_PL010_A05"	"EXPERIMENT_2_T_PL010_A06"	"EXPERIMENT_2_T_PL010_A07"	"EXPERIMENT_2_T_PL010_A08"	"EXPERIMENT_2_T_PL010_A09"	"EXPERIMENT_2_T_PL010_A10"	"EXPERIMENT_2_T_PL010_B01"	"EXPERIMENT_2_T_PL010_B02"	"EXPERIMENT_2_T_PL010_B03"	"EXPERIMENT_2_T_PL010_B04"	"EXPERIMENT_2_T_PL010_B05"	"EXPERIMENT_2_T_PL010_B06"	"EXPERIMENT_2_T_PL010_B07"	"EXPERIMENT_2_T_PL010_B08"	"EXPERIMENT_2_T_PL010_B09"	"EXPERIMENT_2_T_PL010_B10"	"EXPERIMENT_2_T_PL010_C01"	"EXPERIMENT_2_T_PL010_C02"	"EXPERIMENT_2_T_PL010_C03"	"EXPERIMENT_2_T_PL010_C04"	"EXPERIMENT_2_T_PL010_C05"	"EXPERIMENT_2_T_PL010_C06"	"EXPERIMENT_2_T_PL010_C07"	"EXPERIMENT_2_T_PL010_C08"	"EXPERIMENT_2_T_PL010_C09"	"EXPERIMENT_2_T_PL015_A01"	"EXPERIMENT_2_T_PL015_A02"	"EXPERIMENT_2_T_PL015_A03"	"EXPERIMENT_2_T_PL015_A04"	"EXPERIMENT_2_T_PL015_A05"	"EXPERIMENT_2_T_PL015_A06"	"EXPERIMENT_2_T_PL015_A07"	"EXPERIMENT_2_T_PL015_A08"	"EXPERIMENT_2_T_PL015_A09"	"EXPERIMENT_2_T_PL015_A10"	"EXPERIMENT_2_T_PL015_B01"	"EXPERIMENT_2_T_PL015_B02"	"EXPERIMENT_2_T_PL015_B03"	"EXPERIMENT_2_T_PL015_B04"	"EXPERIMENT_2_T_PL015_B05"	"EXPERIMENT_2_T_PL015_B06"	"EXPERIMENT_2_T_PL015_B07"	"EXPERIMENT_2_T_PL015_B08"	"EXPERIMENT_2_T_PL015_B09"	"EXPERIMENT_2_T_PL015_B10"	"EXPERIMENT_2_T_PL015_C01"	"EXPERIMENT_2_T_PL015_C02"	"EXPERIMENT_2_T_PL015_C03"	"EXPERIMENT_2_T_PL015_C04"	"EXPERIMENT_2_T_PL015_C05"	"EXPERIMENT_2_T_PL015_C06"	"EXPERIMENT_2_T_PL015_C07"	"EXPERIMENT_2_T_PL015_C08"	"EXPERIMENT_2_T_PL015_C09"	"EXPERIMENT_2_T_PL015_C10"	"EXPERIMENT_2_T_Q10_A10"	"EXPERIMENT_2_T_Q11_B01"	"EXPERIMENT_2_T_Q12_B02"	"EXPERIMENT_2_T_Q13_B03"	"EXPERIMENT_2_T_Q14_B04"	"EXPERIMENT_2_T_Q15_B05"	"EXPERIMENT_2_T_Q16_B06"	"EXPERIMENT_2_T_Q17_B07"	"EXPERIMENT_2_T_Q18_B08"	"EXPERIMENT_2_T_Q19_B09"	"EXPERIMENT_2_T_Q1_A01"	"EXPERIMENT_2_T_Q20_B10"	"EXPERIMENT_2_T_Q21_C01"	"EXPERIMENT_2_T_Q22_C02"	"EXPERIMENT_2_T_Q23_C03"	"EXPERIMENT_2_T_Q24_C04"	"EXPERIMENT_2_T_Q25_C05"	"EXPERIMENT_2_T_Q26_C06"	"EXPERIMENT_2_T_Q27_C07"	"EXPERIMENT_2_T_Q28_C08"	"EXPERIMENT_2_T_Q29_C09"	"EXPERIMENT_2_T_Q2_A02"	"EXPERIMENT_2_T_Q30_C10"	"EXPERIMENT_2_T_Q31_B01"	"EXPERIMENT_2_T_Q32_B02"	"EXPERIMENT_2_T_Q33_R01"	"EXPERIMENT_2_T_Q34_R02"	"EXPERIMENT_2_T_Q35_G01"	"EXPERIMENT_2_T_Q36_G02"	"EXPERIMENT_2_T_Q37_L01"	"EXPERIMENT_2_T_Q38_L02"	"EXPERIMENT_2_T_Q39_Z01"	"EXPERIMENT_2_T_Q3_A03"	"EXPERIMENT_2_T_Q40_Z02"	"EXPERIMENT_2_T_Q4_A04"	"EXPERIMENT_2_T_Q5_A05"	"EXPERIMENT_2_T_Q6_A06"	"EXPERIMENT_2_T_Q7_A07"	"EXPERIMENT_2_T_Q8_A08"	"EXPERIMENT_2_T_Q9_A09"	"EXPERIMENT_2_T_R01"	"EXPERIMENT_2_T_R02"	"EXPERIMENT_2_T_Z01"	"EXPERIMENT_2_T_Z02"
"OTU345"	0	0	0	0	0	0	0	0	0	0	0	50	23	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	0	0	0	0	0	0	0	0	19	8	6	0	0
"OTU340"	0	0	0	0	2	0	5	0	0	0	0	0	0	5	1	0	4	0	1	0	0	0	11	5	3	0	0	5	0	0	0	0	8	4	0	0	0	0	7	1	0	0	0	0	2	0	6	1	15	0	0	5	0	0	1	0	1	7	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	9	5	8	1	0	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	11	6	1	2	0	0	0	0	0	14	1	17	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
"OTU310"	0	0	0	0	0	225	0	17	0	0	0	0	25	18	0	117	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	48	78	0	0	0	0	175	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	17	0	50	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	0	0	0	0	0	0	0	1	0	0	0	0	30	31	26	0	0
"OTU85"	0	0	0	0	9	14	47	1	0	0	0	0	140	203	12	0	101	21	0	0	0	1	405	747	146	39	77	288	34	24	17	15	1713	2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU902"	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU193"	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	26	0	0	20	17	62	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	42	10	0	0	0	0	25	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	3	0	13	0	26	9	0	0	0	0
"OTU155"	0	67	0	0	12	32	11	11	0	0	0	0	10	29	0	0	18	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	16	0	0	0	0	22	62	0	9	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	34	0	4	4	0	6	0	30	0	0	0	0	0	3	0	5	0	0	0	0	0	30	0	0	49	0	7	0	0	3	4	0	0	0	0	0	14	0	0	0	0	0	0	9	4	13	0	0
"OTU30"	0	0	0	0	28	49	36	21	0	0	0	0	154	318	34	0	189	285	0	123	6	0	281	472	119	175	90	1836	0	0	0	14	1447	1798	0	0	0	0	23	9	9	110	109	0	0	0	19	0	4	0	120	20	0	17	0	0	76	267	2	23	44	41	0	0	0	0	47	0	0	0	0	0	0	0	1	47	150	6	0	0	5	0	0	0	0	0	19	0	0	13	20	0	0	0	0	15	163	62	0	16	24	20	33	0	0	0	37	7	5	0	0	0	0	0	0	0	0	538	0	44	0	0	877	963	0	0	0	0	0	0	0	0	0	0	0	0	567	451	502	0	0
"OTU871"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	92	46	519	0	18	0	28	271	169	0	0	0	0	0	0	0	0	0	0	101	88	3431	1106	0	0	74	118	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU78"	0	0	0	0	0	0	7	16	0	0	0	0	62	43	0	0	8	0	0	0	0	0	45	83	17	52	0	2	15	0	0	0	0	37	0	0	0	0	13	0	0	0	0	0	0	0	44	33	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	31	8	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	12	70	0	0	0	52	0	0	0	0	7	0	4	0	0	17	0	0	0	0	0	25	0	9	0	0	151	136	0	0	0	0	0	0	0	0	0	0	0	0	17	60	88	0	0
"OTU139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	13	10	0	0	0	4	0	398	113	29	0	20	0	0	0	0	0	56	62	0	0	125	24	0	0	0	0	58	73	398	21	0	376	98	0	0	0	0	82	17	59	16	27	12	0	0	0	0	0	204	0	203	0	0	0	0	0	0	0	0	0	28	0	17	0	0	0	0	347	0	0	0	0
"OTU71"	0	0	0	0	25	11	0	9	56	0	0	0	17	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	91	7	0	0	0	0	0	95	4	0	0	0	0	0	0	68	35	0	0	0	0	0	0	0	0	104	0	0	11	0	0	11	0	0	0	175	9	1	0	0	8	0	0	0	61	0	56	0	0	20	0	42	0	0	65	68	13	9	45	146	7	0	0	19	69	198	93	0	0	0	0	39	0	0	0	3	6	26	190	235	0	134	0	0	0	0	140	7	210	0	0	336	593	0	0	0	0	0	41	0	0	0	0	0	0	153	74	85	0	0
"OTU9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	37	465	19	60	3	0	11	0	437	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	53	224	48	3	0	5	12	8383	5951	482	667	269	281	49	202	351	143	3127	4656	41	35	52	76	35	0	0	43	308	372	8170	1135	169	1265	2904	160	93	41	86	3336	192	2204	186	246	37	87	0	0	0	0	1205	380	510	0	0	0	0	0	0	0	0	0	142	0	462	18	44	46	62	7610	0	0	0	0
"OTU1283"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU251"	0	21	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
"OTU239"	0	0	0	0	6	14	9	0	0	0	29	0	28	28	0	0	0	0	0	0	0	0	0	45	0	17	0	5	0	0	0	0	5	0	0	0	0	0	29	0	18	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	2	0	27	0	0	0	0	0	0	0	0	1	0	0	56	55	0	0	0	0	0	0	0	0	0	0	0	0	0	33	25	0	0
"OTU372"	8	0	0	0	0	0	0	0	88	19	0	0	0	8	0	0	0	0	11	0	0	0	0	0	19	0	0	0	0	0	15	0	0	0	0	0	0	0	51	0	0	0	0	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	18	0	7	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	13	0	11	0	0	12	0	0	0	0	0	0	0	0	9	14	0	7	0	0	0	0	7	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	44	0	0	0	0	0	18	0	0	10	0	0	0	0
"OTU298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	28	40	0	0	0	0	0	0	0	0	0	0	0	0	0	23	38	0	0
"OTU103"	0	0	0	0	0	11	10	34	0	0	0	0	99	228	0	0	0	119	0	0	0	0	74	132	0	15	46	33	0	0	0	0	135	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	188	219	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	25	19	0	0	0	0	0	0	20	0	25	49	0	0	11	10	0	0	0	0	19	31	66	0	0	0	410	0	0	0	0	63	0	28	0	0	0	18	0	0	0	0	110	6	76	0	0	310	285	0	0	0	0	0	0	0	7	0	0	0	0	78	172	218	0	0
"OTU477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU169"	0	0	0	0	4	27	59	30	53	0	0	0	69	41	15	0	40	59	0	0	0	0	8	79	0	0	104	104	0	0	0	5	325	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	18	7	0	0	0	14	17	7	3	0	29	0	0	0	0	0	2	0	0	23	0	0	0	0	0	0	0	110	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
"OTU358"	0	0	0	0	10	12	0	0	0	0	0	0	31	12	4	0	24	0	21	0	0	0	15	15	8	16	3	30	0	0	0	0	31	19	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU1343"	0	0	0	0	13	19	17	0	0	0	40	0	83	55	15	7	0	8	0	0	0	0	41	29	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	5	5	0	0	0	0	5	5	0	12	0	0	0	0	0	0	4	0	0	10	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
"OTU57"	0	1149	6	28	0	7	0	0	0	0	0	0	22	27	68	0	0	2	0	0	0	22	0	8	0	11	0	0	0	0	0	0	14	6	0	0	0	0	16	18	0	0	0	0	0	0	84	33	0	0	0	6	0	0	0	0	44	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	25	0	0	0	0	0	0	0	0	0	0	9	12	0	10	0	0	0	0	0	11	3	9	0	0	0	0	0	7	0	0	0	0	0	0	0	378	366	35	35	0	0	0	0	0	0	3	0	0	0	17	228	273	0	0
"OTU199"	0	0	0	0	0	13	16	0	0	0	0	0	42	0	0	0	0	0	0	0	23	0	12	13	0	0	0	19	0	0	0	0	27	22	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	15	0	0	14	0	7	74	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	53	0	18	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	12	7	10	0	0
"OTU1219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU167"	0	82	0	0	0	56	19	16	0	0	0	0	157	36	57	10	62	6	5	55	21	8	51	54	18	17	58	39	0	0	0	32	56	22	0	0	0	0	28	0	9	0	0	0	0	0	44	41	6	19	0	0	0	0	0	0	13	66	16	40	43	64	0	0	0	0	27	9	5	3	0	0	0	3	0	102	113	19	0	11	14	27	0	47	0	84	36	7	3	57	13	0	10	0	0	4	8	110	69	11	52	25	0	0	6	0	107	9	70	6	5	0	18	0	0	0	15	39	2	51	0	0	5	7	0	0	0	0	0	0	0	2	2	0	0	0	44	6	7	0	0
"OTU632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU461"	0	82	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	9	0	0	0	10	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU192"	0	13	0	0	0	0	0	0	0	0	0	0	6	1	18	0	8	9	0	0	0	0	23	7	0	0	0	9	0	0	0	0	33	30	0	0	0	0	11	2	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	30	0	11	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	37	55	15	28	17	9	0	0	0	5	15	35	0	0	9	0	0	0	0	0	2	0	39	33	0	250	17	0	0	0	0	48	10	17	0	0	0	0	0	0	0	0	8	15	8	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	88	0	0	0	0
"OTU327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU73"	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	50	41	68	118	32	75	7	0	164	156	0	0	0	0	0	1	17	0	0	0	0	0	133	47	266	100	413	92	0	0	532	79	253	110	0	0	8	0	0	0	17	0	0	0	0	0	3	0	0	0	0	77	17	18	0	9	0	0	0	0	0	16	34	0	28	44	44	19	0	0	0	0	42	74	21	0	0	13	2	0	0	0	5	9	0	48	0	50	18	0	0	45	0	33	25	32	0	0	0	0	0	0	0	0	0	2	0	50	3	0	0	26	50	0	0	0	0
"OTU95"	0	0	0	0	24	27	65	28	48	60	0	0	38	128	0	0	8	33	0	0	0	0	71	90	0	2	44	13	50	45	17	0	82	156	0	0	0	0	30	37	21	79	40	15	0	8	221	232	10	0	0	0	0	0	33	15	43	0	56	0	0	0	0	0	0	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	18	0	0	48	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU120"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	15	41	31	0	0	0	67	69	34	9	20	58	0	16	9	0	55	98	0	0	0	0	0	1	0	44	13	0	0	12	56	71	14	0	21	0	0	0	0	0	10	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	19	7	0	0	0	0	0	0	0	0	0	0	0	70	7	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
