#OTU_ID	EXPERIMENT_1_T_AU_031_1	EXPERIMENT_1_T_AU_031_2	EXPERIMENT_1_T_B1	EXPERIMENT_1_T_B2	EXPERIMENT_1_T_CH_001_1	EXPERIMENT_1_T_CH_001_2	EXPERIMENT_1_T_DE_001_1	EXPERIMENT_1_T_DE_001_2	EXPERIMENT_1_T_ES_004_1	EXPERIMENT_1_T_ES_004_2	EXPERIMENT_1_T_FR_072_1	EXPERIMENT_1_T_FR_072_2	EXPERIMENT_1_T_FR_083_1	EXPERIMENT_1_T_FR_083_2	EXPERIMENT_1_T_FR_123_1	EXPERIMENT_1_T_FR_123_2	EXPERIMENT_1_T_G1	EXPERIMENT_1_T_G2	EXPERIMENT_1_T_GB_003_1	EXPERIMENT_1_T_GB_003_2	EXPERIMENT_1_T_GB_093_1	EXPERIMENT_1_T_GB_093_2	EXPERIMENT_1_T_HU_012_1	EXPERIMENT_1_T_HU_012_2	EXPERIMENT_1_T_IN_030_1	EXPERIMENT_1_T_IN_030_2	EXPERIMENT_1_T_IT_048_1	EXPERIMENT_1_T_IT_048_2	EXPERIMENT_1_T_JP_002_1	EXPERIMENT_1_T_JP_002_2	EXPERIMENT_1_T_KE_008_A1	EXPERIMENT_1_T_KE_008_A2	EXPERIMENT_1_T_KE_008_A3	EXPERIMENT_1_T_KE_008_A4	EXPERIMENT_1_T_KE_008_B1	EXPERIMENT_1_T_KE_008_B2	EXPERIMENT_1_T_KE_008_B3	EXPERIMENT_1_T_KE_008_B4	EXPERIMENT_1_T_KE_008_C1	EXPERIMENT_1_T_KE_008_C2	EXPERIMENT_1_T_KE_008_C3	EXPERIMENT_1_T_KE_008_C4	EXPERIMENT_1_T_MG_002_1	EXPERIMENT_1_T_MG_002_2	EXPERIMENT_1_T_Neg_PCRI_1	EXPERIMENT_1_T_Neg_PCRI_2	EXPERIMENT_1_T_NO_385_1	EXPERIMENT_1_T_NO_385_2	EXPERIMENT_1_T_NO_386_1	EXPERIMENT_1_T_NO_386_2	EXPERIMENT_1_T_NZ_030_1	EXPERIMENT_1_T_NZ_030_2	EXPERIMENT_1_T_PL_010_A1	EXPERIMENT_1_T_PL_010_A2	EXPERIMENT_1_T_PL_010_A3	EXPERIMENT_1_T_PL_010_A4	EXPERIMENT_1_T_PL_010_B1	EXPERIMENT_1_T_PL_010_B2	EXPERIMENT_1_T_PL_010_B3	EXPERIMENT_1_T_PL_010_B4	EXPERIMENT_1_T_PL_010_C1	EXPERIMENT_1_T_PL_010_C2	EXPERIMENT_1_T_PL_010_C3	EXPERIMENT_1_T_PL_010_C4	EXPERIMENT_1_T_PL_014_1	EXPERIMENT_1_T_PL_014_2	EXPERIMENT_1_T_PL_015_A1	EXPERIMENT_1_T_PL_015_A2	EXPERIMENT_1_T_PL_015_A3	EXPERIMENT_1_T_PL_015_A4	EXPERIMENT_1_T_PL_015_B1	EXPERIMENT_1_T_PL_015_B2	EXPERIMENT_1_T_PL_015_B3	EXPERIMENT_1_T_PL_015_B4	EXPERIMENT_1_T_PL_015_C1	EXPERIMENT_1_T_PL_015_C2	EXPERIMENT_1_T_PL_015_C3	EXPERIMENT_1_T_PL_015_C4	EXPERIMENT_1_T_PL_016_1	EXPERIMENT_1_T_PL_016_2	EXPERIMENT_1_T_PL_018_1	EXPERIMENT_1_T_PL_018_2	EXPERIMENT_1_T_PL_110_1	EXPERIMENT_1_T_PL_110_2	EXPERIMENT_1_T_PL_247_1	EXPERIMENT_1_T_PL_247_2	EXPERIMENT_1_T_PL_318_1	EXPERIMENT_1_T_PL_318_2	EXPERIMENT_1_T_PT_006_1	EXPERIMENT_1_T_PT_006_2	EXPERIMENT_1_T_PT_008_1	EXPERIMENT_1_T_PT_008_2	EXPERIMENT_1_T_PT_035_1	EXPERIMENT_1_T_PT_035_2	EXPERIMENT_1_T_PT_056_1	EXPERIMENT_1_T_PT_056_2	EXPERIMENT_1_T_r1	EXPERIMENT_1_T_r2	EXPERIMENT_1_T_RU_017_1	EXPERIMENT_1_T_RU_017_2	EXPERIMENT_1_T_SK_003_1	EXPERIMENT_1_T_SK_003_2	EXPERIMENT_1_T_VN_036_1	EXPERIMENT_1_T_VN_036_2	EXPERIMENT_1_TZ_blank_LB_Z	EXPERIMENT_1_TZ_G1_Z	EXPERIMENT_1_TZ_G2_Z	EXPERIMENT_1_TZ_KE_008_A1	EXPERIMENT_1_TZ_KE_008_A2	EXPERIMENT_1_TZ_KE_008_A3	EXPERIMENT_1_TZ_KE_008_A4	EXPERIMENT_1_TZ_KE_008_B1	EXPERIMENT_1_TZ_KE_008_B2	EXPERIMENT_1_TZ_KE_008_B3	EXPERIMENT_1_TZ_KE_008_B4	EXPERIMENT_1_TZ_KE_008_C1	EXPERIMENT_1_TZ_KE_008_C2	EXPERIMENT_1_TZ_KE_008_C3	EXPERIMENT_1_TZ_KE_008_C4	EXPERIMENT_1_TZ_Neg_PCRI	EXPERIMENT_1_TZ_PL_010_A1	EXPERIMENT_1_TZ_PL_010_A2	EXPERIMENT_1_TZ_PL_010_A3	EXPERIMENT_1_TZ_PL_010_A4	EXPERIMENT_1_TZ_PL_010_B1	EXPERIMENT_1_TZ_PL_010_B2	EXPERIMENT_1_TZ_PL_010_B3	EXPERIMENT_1_TZ_PL_010_B4	EXPERIMENT_1_TZ_PL_010_C1	EXPERIMENT_1_TZ_PL_010_C2	EXPERIMENT_1_TZ_PL_010_C3	EXPERIMENT_1_TZ_PL_010_C4	EXPERIMENT_1_TZ_PL_015_A1	EXPERIMENT_1_TZ_PL_015_A2	EXPERIMENT_1_TZ_PL_015_A3	EXPERIMENT_1_TZ_PL_015_A4	EXPERIMENT_1_TZ_PL_015_B1	EXPERIMENT_1_TZ_PL_015_B2	EXPERIMENT_1_TZ_PL_015_B3	EXPERIMENT_1_TZ_PL_015_B4	EXPERIMENT_1_TZ_PL_015_C1	EXPERIMENT_1_TZ_PL_015_C2	EXPERIMENT_1_TZ_PL_015_C3	EXPERIMENT_1_TZ_PL_015_C4	EXPERIMENT_1_TZ_r1_Z	EXPERIMENT_1_TZ_r2_Z
OTU13	25	69	0	0	3	89	0	17	53	61	0	0	0	11	0	19	0	0	0	14	0	24	53	0	0	0	101	77	0	155	2	72	50	37	18	32	132	23	134	2	78	3106	15	69	0	0	0	235	29	69	0	44	0	0	0	58	0	68	67	245	212	0	34	14	0	0	0	0	0	0	0	10	0	0	0	92	0	87	13	24	0	0	56	33	0	15	21	55	159	96	0	0	0	42	4	75	0	0	0	26	0	0	1	0	0	0	0	21	37	4	1050	42	38	0	297	0	7	1	2519	0	9	6	25	66	61	9	158	476	82	14	25	114	61	23	1	46	0	19	8	104	3	0	0	231	0	0
OTU494	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU20	43	78	0	0	0	892	11	2513	0	0	0	0	0	8380	0	0	0	0	0	86	0	8	0	0	24	441	0	29	0	0	0	57	0	7	13	7	0	244	0	0	0	5	29	109	0	0	0	476	28	62	0	270	0	0	0	35	0	0	0	61	11	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	912	0	87	0	0	32	4292	227	116	123	227	0	54	112	232	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	1	95	6	8	2	143	0	0	0	8	0	4	0	5	85	7	3	28	155	76	0	1	119	0	2	6	6	0	0	0	0	1	1	0	35	0	0
OTU196	17	17	0	0	0	0	0	0	37	3	0	0	0	11	0	5	0	0	0	0	0	1	0	0	19	35	0	0	0	52	0	0	0	0	1	0	0	16	0	0	0	1	0	0	0	0	0	182	11	0	0	257	0	0	0	0	0	0	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	6	0	18	0	0	0	3	0	0	1	0	1	0	0	0	6	3	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU855	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU46	28	20	0	0	0	0	16	94	0	34	0	0	0	708	0	0	0	0	0	0	0	10	0	0	0	11	0	69	0	0	0	0	0	6	0	0	0	0	0	4	9	92	0	0	0	0	0	109	0	55	0	6	41	0	0	34	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	56	0	18	0	21	0	10	0	0	1	17	0	0	0	30	21	30	0	0	0	0	0	37	0	0	0	0	0	11	7	0	172	6	53	0	143	0	0	0	305	0	1	12	10	37	31	2	8	74	27	3	0	37	1	4	0	23	0	2	10	10	0	2	0	20	0	0
OTU64	5	181	0	0	18	38	0	0	0	370	0	0	6	1291	0	17	0	0	0	0	0	38	0	0	0	144	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	23	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	18	7	0	0	0	0	0	0	0	0	0
OTU11	11	60	0	0	17	46	0	10	67	1345	0	0	0	664	37	11	0	0	0	5	5	25	0	0	66	368	0	42	77	118	0	24	0	0	13	33	125	92	88	3	159	2	0	53	0	0	0	415	21	519	0	60	0	0	0	152	8	38	17	373	425	0	96	221	14	65	0	0	0	0	0	0	0	2	18	0	0	0	24	354	0	0	119	5	20	344	27	9	887	199	0	178	0	51	31	473	0	0	0	42	0	26	0	0	0	0	0	5	3	4	444	2	155	19	1707	7	7	0	113	0	4	8	31	234	49	2	60	789	142	0	41	376	1	1	0	22	3	6	0	26	0	0	0	3	0	0
OTU77	15	13	19	12	1	14	0	12	50	15	3	5	6	0	0	0	0	0	0	0	0	0	20	0	44	0	0	17	0	29	0	74	130	6	0	0	0	0	67	1	6	0	140	116	0	0	0	0	62	0	10	0	15	44	0	0	11	0	0	17	0	20	73	0	0	0	1	0	2	0	0	0	0	0	0	0	0	9	11	0	0	25	0	18	0	0	0	0	3	12	20	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	6	0	0	8	3	0	7	4	2	0	3	13	10	16	0	60	55	2	0	3	200	6	0	31	56	3	2	38	18	74	0	4	0	3	0	0	1
OTU238	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU24	22	35	0	0	0	12	0	9	0	73	0	0	0	561	0	33	0	0	0	23	0	7	41	0	0	62	44	51	25	46	0	0	0	13	23	7	0	47	19	0	0	130	27	32	0	0	0	178	12	104	0	31	0	9	192	55	10	3	22	158	52	116	0	28	0	84	0	0	1	0	0	0	2	6	0	0	0	77	0	68	0	120	15	51	13	28	1680	254	449	267	31	58	0	50	23	179	0	0	0	24	0	78	0	0	0	0	0	67	15	1	330	17	65	0	346	0	0	1	281	0	4	9	10	49	26	4	26	174	302	17	42	312	5	12	0	35	0	7	0	54	0	2	0	113	2	4
OTU72	7	0	53	0	0	0	7	12	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	113	26	0	0	3	108	13	0	11	0	114	5	61	2	11	0	16	0	6	0	65	0	71	0	0	0	0	0	0	0	0	0	38	0	17	38	87	0	0	0	0	0	0	0	0	0	0	0	0	61	49	0	0	0	0	0	3	0	21	0	18	0	11	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
OTU161	6	6	0	0	0	14	0	7	0	0	0	0	20	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14	17	0	0	0	0	0	0	42	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	0	11	0	0	0	0	67	0	0	0	0	0	0	0	6	34	0	0	0	0	0	3	0	0	0	5	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	8	0	2	0	69	0	1	1	0	0	14	2	0	0	2	0	0	0
OTU36	7	47	0	0	0	0	0	29	0	0	0	0	10	0	9	0	0	0	0	4	0	0	0	0	29	9	24	0	63	15	2	0	0	0	0	0	0	0	12	4	7	0	19	0	0	0	48	55	23	0	50	13	6	0	0	0	0	0	0	7	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	10	0	10	0	90	0	30	0	29	0	10	0	0	0	0	1	21	0	0	0	0	0	0	20	0	6	22	7	1	0	0	3	0	0	1	0	0	4	17	8	26	2	13	29	10	16	13	14	31	51	3	62	27	24	49	9	2	2	0	3	0	0
OTU302	7	16	0	0	0	0	1	0	0	18	0	0	0	3	0	0	12	15	0	4	0	0	33	0	0	4	0	0	10	0	0	0	18	0	0	8	0	0	0	0	0	0	25	3	0	0	47	0	0	0	28	0	91	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	27	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	51	47	0	0	0	0	0	3	16	0	0	3	0	4	0	0	10	2	0	0	42	5	0	1	1	0	0	7	8	0	0	3	0	8	0	0	0	0	0	2	0
OTU96	1	15	0	0	0	2	0	151	112	125	14	911	0	124	0	0	2	0	0	0	0	0	0	0	1	31	1	0	1	11	0	36	0	0	0	8	65	176	0	0	0	4	1	61	0	0	0	32	1	0	10	208	0	0	0	134	0	1	24	67	53	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	51	0	22	0	27	0	16	0	0	4	0	0	0	0	2	237	272	0	0	0	271	0	2	0	71	46	0	0	0	6	20	7	138	17	1	0	0	6	0	0	0	0	0	6	2	2	5	15	0	0	3	0	2	1	9	0	0	0	1	0	0	0	5	489	340
OTU484	11	0	25	0	0	0	3	0	0	0	0	0	19	0	0	0	3	3	0	0	0	0	0	0	20	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	9	0	60	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	48	0	58	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU255	1	0	0	0	0	34	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	1	4	0	0	1	0	0	0	0	11	0	0	0	0	0	20	28	0	0	12	0	0	24	0	0	22	76	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	80	0	0	10	0	0	6	0	12	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	5	16	4	0	0	7	0	4	7	15	4	20	3	4	2	5	22	4	6	0	27	0	0	3	0	4	0	0	0	0	0	0	0
OTU1	3	357	0	0	0	863	0	430	44	1477	19	119	0	322	0	178	0	0	0	40	0	16	0	0	6	370	4	661	55	357	0	0	0	47	0	12	41	545	16	0	0	6	0	238	0	0	0	1006	11	1336	0	337	0	0	0	287	0	0	0	584	6	0	66	109	0	765	0	0	0	5	0	0	0	0	0	0	0	124	0	839	0	722	0	244	0	15	9	632	0	212	0	1123	0	543	0	637	8	66	0	70	0	670	0	5	0	0	0	11	38	19	250	0	36	27	1212	6	8	1	790	0	6	12	20	338	53	18	25	726	34	2	4	296	16	40	10	692	4	17	23	86	2	0	0	171	2240	1710
OTU218	0	99	24	0	0	0	0	10	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	45	0	0	0	45	0	2	23	16	0	0	0	88	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	31	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	39	0	0	0	0	0	0	30	0	0	0	0	21	37	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0	2	0	0	0	2	0	0	0
OTU89	0	67	0	0	0	0	0	0	0	91	2	335	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0	44	0	90	0	6	0	59	0	9	74	147	0	0	6	3	0	0	0	0	0	28	0	19	0	37	0	0	0	323	0	0	0	78	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	14	0	0	0	187	0	0	0	23	0	80	0	1	0	4	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	448
OTU47	0	207	0	0	0	0	0	0	0	381	21	495	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	141	0	331	0	37	0	251	0	50	199	249	0	0	6	4	0	0	0	0	0	143	0	108	0	245	0	0	0	576	0	0	0	264	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	13	100	0	13	0	377	0	0	0	65	0	160	1	1	0	13	0	134	0	5	0	0	0	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	883	662
OTU162	0	149	0	0	0	0	0	0	0	346	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	331	45	52	0	215	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	980	120	10	50	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU45	0	154	0	0	0	0	0	0	47	319	0	0	0	891	0	10	0	0	3	4	0	7	0	0	56	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	251	0	0	0	0	0	916	25	90	0	0	0	0	0	16	0	0	30	119	8	0	0	38	0	162	0	0	2	1	0	0	0	2	0	0	0	20	0	21	0	0	0	0	0	0	8	68	174	65	13	0	85	357	0	373	0	0	0	2	0	0	0	0	0	0	0	12	1	0	23	0	29	0	58	0	0	0	302	0	0	1	2	50	2	0	11	344	127	0	3	153	202	40	0	50	7	6	5	53	0	0	0	37	0	0
OTU3	0	869	0	0	0	94	0	423	0	1290	296	6039	0	58	0	652	0	0	0	0	0	121	0	3	0	694	28	698	0	3371	5	0	34	164	24	79	187	1283	0	5	12	31	204	2122	0	0	174	11285	49	2274	50	3669	0	0	0	3216	0	0	13	768	46	0	14	431	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	1689	0	686	0	697	10	69	18	306	0	1358	41	650	0	1325	739	1629	0	146	0	2105	0	47	0	0	0	0	0	0	10	0	9	0	0	1	1	0	51	0	0	0	4	10	4	1	0	22	1	1	1	0	9	10	0	19	0	1	0	3	0	0	0	8	4798	3149
OTU23	0	1946	0	0	0	0	0	630	0	0	0	0	0	168	0	0	0	0	2	0	0	96	0	0	0	241	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2013	5	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	494	0	0	0	0	0	397	0	0	0	81	0	0	0	106	0	0	0	31	0	0	0	0	0	0	0	0	2	5	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
OTU29	0	52	0	0	16	29	0	511	0	202	27	1653	0	0	0	48	723	1119	0	40	0	6	0	0	0	0	0	41	0	114	0	0	0	19	23	0	0	144	6	0	0	48	0	79	0	0	0	872	23	112	0	161	0	0	0	175	0	0	0	22	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	33	61	0	436	0	6	8	89	0	98	0	27	0	0	51	70	0	6	0	355	0	12	0	1378	854	5	2	1	125	2	88	1	108	0	0	0	118	0	0	3	0	1	0	0	4	4	8	0	5	9	0	7	0	5	0	0	0	2	2	0	0	2	1080	700
OTU32	0	873	0	0	0	217	0	67	0	0	42	1478	0	465	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	55	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	7	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0	0	17	0	0	0	0	10	0	0	39	0	0	0	38	2	2	0	4	0	0	0	14	0	127	87	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	5	8	3	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1216	743
OTU535	0	11	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	5	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU59	0	108	0	0	0	51	0	173	22	204	0	322	435	467	0	19	1	0	0	6	0	14	0	0	0	54	0	176	38	104	4	0	0	44	33	2	0	154	0	2	0	6	0	14	0	0	101	241	16	124	0	134	0	0	0	276	0	0	0	64	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	18	0	87	0	72	213	18	0	113	0	24	0	30	13	112	22	108	0	16	0	19	0	2	0	40	26	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	1	420	272
OTU352	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU49	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	10	125	0	0	0	0	0	0	0	0	17	0	0	0	0	32	0	17	0	0	0	0	0	21	0	6	0	31	0	0	0	0	0	0	0	0	13	2	0	9	0	0	0	4	0	28	0	0	0	0	0	0	0	18	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	3	2	4	0	0	0	0	1	0	7	5	2	0	2	3	8	2	5	0	0	0	0	4	7	0	25	1	16	0	1	0	5	0	0	0
OTU52	0	37	0	0	0	2	0	0	0	88	0	1	0	0	0	32	2139	3185	0	4	0	0	0	0	0	0	0	0	0	13	1	2	11	51	0	50	112	68	0	0	0	2	0	0	0	0	0	88	23	0	0	0	0	0	0	63	0	0	25	5	75	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	4	0	0	0	0	24	0	0	0	0	0	0	3	0	21	0	0	0	0	0	45	0	0	0	169	89	0	0	0	3	8	0	20	18	0	2	0	8	0	0	0	0	25	0	0	0	10	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	188	126
OTU143	0	17	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	9	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	342	0	0	0	0	0	0	12	152	39	72	44	68	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	21	0	0	0	0	0	1	0	8	0	0
OTU109	0	57	0	0	0	0	0	0	0	27	0	118	0	31	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	52	0	0	0	19	0	0	0	0	0	0	0	32	0	38	30	0	0	225	0	0	0	0	7	0	0	31	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	13	0	13	35	0	100	111	0	0	0	120	0	171	0	0	0	15	0	0	0	1	0	0	0	0	5	0	35	2	0	4	33	0	0	0	18	0	6	4	2	19	0	0	0	19	22	0	5	41	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU60	0	56	0	0	0	45	0	26	0	79	5	214	0	562	0	28	0	0	0	0	0	7	0	0	66	103	0	43	0	115	0	0	0	1	0	0	0	14	0	0	0	97	0	8	0	0	0	142	0	174	0	118	20	0	17	600	0	27	1	20	0	0	0	4	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	154	0	32	0	31	0	36	61	134	231	69	18	89	6	120	3	259	2	3	0	29	0	46	0	0	0	213	122	0	0	0	134	6	16	0	79	0	0	0	100	0	1	9	12	36	0	2	3	13	7	0	0	14	0	1	0	3	2	0	0	1	0	0	0	12	108	59
