"sample_type" "N" "PCR_median" "PCR_min" "PCR_max" "EXT_median" "EXT_min" "EXT_max" "ROT_median" "ROT_min" "ROT_max" "ALG_median" "ALG_min" "ALG_max"
"1" "1" 48 29.1084469729658 15.6810734904041 61.8938961779806 15.6626144714639 5.9578611898017 34.9986989331252 7.27316501964389 0 27.2701949860724 0.0198649185538339 0 5.88235294117647
"2" "10" 48 9.31008238865474 1.48409166902441 28.9889415481833 11.1019473660582 4.29280588492502 30.1257766328232 18.7689204513971 6.87477659954724 42.9355665972111 0.775514459566211 0 5.07273405445729
"3" "algae" 4 0.180944982950938 0.132855055134848 0.364488414475397 0.989396488671659 0.67577828397874 1.14255347415969 0 0 0.0173565911654951 98.7053626480939 98.658163943138 99.0964312832194
"4" "blank" 6 68.095802603806 3.17665374805393 99.6860465116279 14.4747675471163 0.162790697674419 94.8424922985193 0 0 0.391280044717719 0 0 0.0430620424657988
"5" "ludwik" 4 37.7992201561684 31.9548872180451 45.7735655737705 46.1008652094718 42.7631578947368 63.4488127676139 0 0 0 0.452094832203824 0 0.819672131147541
"6" "medium" 23 1.72610652159312 0.826131648075532 2.82832987031597 5.74055887867155 1.74982934585352 8.78364621085638 38.7129159154237 30.7167810093017 50.0089560793867 1.57128827783234 0.440416309311328 4.678889632796
"7" "rotifers" 4 0.0802213294820158 0.0614769845539076 1.17145899893504 15.6100330406057 12.3345748474523 19.5626957429533 81.5340942337748 78.1057881916251 85.1612647594897 1.28421386101406 1.20055677995592 1.48189238449956
"8" "zywiec" 4 24.8055877012619 13.3336473247928 36.8055555555556 71.8572798834092 56.1868686868687 84.914280331575 0.0166611129623459 0 0.113036925395629 0.0221041784968549 0 0.494536548605878
